Date,Date,Headline
2018-11-14,2018-11-14,"Forex - Dollar Dips, Pound Slips below 1.30 before Brexit Meeting"
2018-11-14,2018-11-14,Forex - Yuan Flat After Mixed China Economic Data; Dollar Unchanged
2018-11-13,2018-11-13,Oil Prices Slip After Plunging 7% Overnight
2018-11-13,2018-11-13,"Pound Surges, Gilts Slide on Signals of Brexit Breakthrough"
2018-11-13,2018-11-13,Forex - Dollar Subdued as Sterling Shines on Brexit Divorce Deal Agreement
2018-11-13,2018-11-13,"Euro, sterling gain on hopes for Brexit deal"
2018-11-13,2018-11-13,"Forex - U.S. Dollar Pares Back Gains, Still Near 16-Month High"
2018-11-13,2018-11-13,"Forex - Dollar Holding Near 2018 Highs, Pound Rebounds"
2018-11-13,2018-11-13,China state banks seen selling dollars in FX market to arrest yuan losses: traders
2018-11-13,2018-11-13,Forex - Yuan Inches Up as Mnuchin Resumes Talks with China Vice-Premier
2018-11-12,2018-11-12,Forex - Swashbuckling Dollar Rides Sterling Slump to 17-Month Highs
2018-11-12,2018-11-12,Dollar Carry Trade May Be Returning as Global Rates Diverge
2018-11-12,2018-11-12,"Forex - U.S. Dollar Surges as Euro, Sterling Face Political Pressure"
2018-11-12,2018-11-12,"Forex - Dollar Hits 16-Month Highs, Brexit Concerns Pressure Pound"
2018-11-11,2018-11-11,"Dollar nears 16-month high, sterling hit by Brexit uncertainty"
2018-11-11,2018-11-11,Forex - Dollar Near 16-Month Highs On Fed Rate Hike Bets
2018-11-11,2018-11-11,Traders Eye Yuan Proxies as China Intervention Risks Linger
2018-11-11,2018-11-11,Macron Says the Euro Is Not Yet an Alternative to U.S. Dollar
2018-11-11,2018-11-11,Even Dollar Bears Are Wary of Betting Against Greenback Just Yet
2018-11-11,2018-11-11,Forex - Weekly Outlook: November 12 - 16
2018-11-09,2018-11-09,Forex - Dollar Eyes Fourth-Straight Weekly Gain; Sterling Extends Losses
2018-11-09,2018-11-09,Forex - U.S. Dollar Steady as Inflation Data Points to Fed Hike
2018-11-09,2018-11-09,Forex - Dollar Flat After Fed; Aussie Dollar Falls on Weak China PPI Data
2018-11-09,2018-11-09,"Dollar supported by hawkish Fed, yen bounces after hitting five-week low"
2018-11-08,2018-11-08,"Buy ‘Cheap’ Yen Before Its Big Awakening in 2019, SocGen Says"
2018-11-08,2018-11-08,Forex - Dollar Extends Gains as Fed Firms up December Rate Hike Expectations
2018-11-08,2018-11-08,Iran's economy to suffer but likely ride out U.S. sanctions storm
2018-11-08,2018-11-08,"Forex - U.S. Dollar Rises Ahead of Fed, Euro Flat After Forecast Cut"
2018-11-08,2018-11-08,Euro dips after EU cuts Italian outlook; dollar up before Fed meeting
2018-11-08,2018-11-08,"Forex - Dollar Higher Before Fed, Pound Holding Above 1.31"
2018-11-07,2018-11-07,Forex - Dollar Inches Up Ahead of Fed; China Reports Strong October Export Data
2018-11-07,2018-11-07,Forex - Dollar Down as Analysts Warn Rally Has 'Topped Out'
2018-11-07,2018-11-07,Dollar dips after midterm election splits power in U.S. Congress
2018-11-07,2018-11-07,Forex - U.S. Dollar Falls After Midterm Elections
2018-11-07,2018-11-07,A Divided Congress Could Put the Dollar’s Bull Run at Risk
2018-11-07,2018-11-07,Dollar slumps versus rivals after U.S. midterm elections
2018-11-07,2018-11-07,Forex - Dollar on Back Foot as Markets Digest Midterm Results
2018-11-06,2018-11-06,Forex - Dollar Slips as Democrats Win Back Control of House
2018-11-06,2018-11-06,"Forex - Dollar Subdued as Midterm Uncertainty Weighs, Sterling Tracks Higher"
2018-11-06,2018-11-06,Forex - U.S. Dollar Steady as Midterm Elections Kickoff
2018-11-06,2018-11-06,Forex - Pound Hits 2-Week Highs on Brexit Deal Optimism
2018-11-06,2018-11-06,Sterling rises after report EU to compromise on Irish border Brexit proposal
2018-11-06,2018-11-06,Forex - Dollar Steady amid Uncertainty over U.S. Midterm Elections
2018-11-06,2018-11-06,Forex - Aussie Dollar Little Changed After RBA; Yuan Inches Higher
2018-11-05,2018-11-05,China central bank official says yuan internationalisation is market-driven
2018-11-05,2018-11-05,"Aussie, NZ dollars to stick to recent ranges near-term as headwinds persist: Reuters poll"
2018-11-05,2018-11-05,Dollar keeps to tight ranges as investors brace for U.S. elections
2018-11-05,2018-11-05,"UK's Hammond says growth, not budget surplus, key to reduce debt"
2018-11-05,2018-11-05,Forex - Dollar Trickles Lower Shrugging Off Upbeat U.S. Services Activity
2018-11-05,2018-11-05,Iran says actions taken to continue trade after U.S. sanctions
2018-11-05,2018-11-05,UK could boost public spending if it wins Brexit deal: finance minister
2018-11-05,2018-11-05,The 8 million pound hole in Brexit: smoking gun or damp squib?
2018-11-05,2018-11-05,Forex - U.S. Dollar Pares Back Gains Before Midterm Elections
2018-11-05,2018-11-05,Dollar rally fades before U.S. elections; pound jumps
2018-11-05,2018-11-05,Forex - Sterling Supported by Reports of Brexit Financial Services Deal
2018-11-05,2018-11-05,Sterling rallies on report Brexit agreement will include UK customs deal
2018-11-05,2018-11-05,"Forex - Dollar Steady as Investors Mull Trade Tensions, Mid-Terms"
2018-11-05,2018-11-05,"Dollar Set for Pullback After Mid-Term Vote, JPMorgan Asset Says"
2018-11-05,2018-11-05,"Forex - Yuan Slips, Dollar Unchanged as Xi Promises Lower Tariffs"
2018-11-04,2018-11-04,Forex - Weekly Outlook: November 5 - 9
2018-11-02,2018-11-02,Forex - Dollar Inches Higher; Sterling Set for Best Week Since March
2018-11-02,2018-11-02,Dollar rises on strong U.S. jobs data; China trade hope limits gains
2018-11-02,2018-11-02,Forex - U.S. Dollar Flat After Jobs Report
2018-11-02,2018-11-02,Turkish lira firmest in three months on Iran sanctions waiver expectations
2018-11-02,2018-11-02,Basket case: euro strength blunts export boost potential
2018-11-02,2018-11-02,Italy leaving euro would be 'suicide' but other fallout looms: EU's Juncker
2018-11-02,2018-11-02,Forex - U.S. Dollar Falls as Trade War Fears Ease
2018-11-02,2018-11-02,Forex - Trump’s Tweet Boosts Yuan; Dollar Falls
2018-11-01,2018-11-01,Shorting the Yuan Is a Top Play for This Investor
2018-11-01,2018-11-01,Forex - Dollar Backtracks as Sterling Shines on Brexit-Deal Hopes
2018-11-01,2018-11-01,Forex - Dollar Extends Losses as Pound Rally Continues
2018-11-01,2018-11-01,"Canada dollar to rally as global gloom lifts, say strategists: Reuters poll"
2018-11-01,2018-11-01,"Euro, emerging markets rebound as investors jump back into risk"
2018-11-01,2018-11-01,Forex - Sterling Surges on Reports of Brexit Financial Services Deal
2018-11-01,2018-11-01,A tough road ahead for India's battered rupee: Reuters poll
2018-11-01,2018-11-01,Forex - Pound Rises On Reports of Tentative Brexit Deal on Financial Services 
2018-10-31,2018-10-31,"China to defend seven yuan per dollar rate, but may find it tough: Reuters poll"
2018-10-31,2018-10-31,Goldman Says Yuan Will Hit 7 as China Avoids Heavy Meddling
2018-10-31,2018-10-31,British pound jumps on media report PM May seals Brexit deals on financial services
2018-10-31,2018-10-31,Forex - Dollar Flirts With 16-Month Highs on Bullish Private Jobs Report
2018-10-31,2018-10-31,"Forex - U.S. Dollar Inches Down, but Remains Near 16-Month High "
2018-10-31,2018-10-31,Dollar set for biggest winning streak in more than three years
2018-10-31,2018-10-31,"Dollar scales 16-month highs on cautious BOJ, weak China data"
2018-10-31,2018-10-31,"Forex - Dollar near 10-Week Highs, Yen Steady after BoJ"
2018-10-31,2018-10-31,Forex - Aussie Dollar Slips After Inflation Reading; BOJ In Focus
2018-10-30,2018-10-30,Falling Peso Hits Debt-Laden Philippine Companies
2018-10-30,2018-10-30,Weakest Yuan Since 2008 Puts Spotlight on China Capital Outflows
2018-10-30,2018-10-30,"Mexico's Lopez Obrador says peso currency 'slipped,' will recover"
2018-10-30,2018-10-30,Forex - Dollar Nears 2018 Highs as U.S. Consumer Confidence Hits 18-Year High
2018-10-30,2018-10-30,Forex - U.S. Dollar Rises on Trade Tensions
2018-10-30,2018-10-30,Trade war worries boost dollar as GDP miss knocks euro
2018-10-30,2018-10-30,Investors hedge their faith in China's faltering yuan
2018-10-30,2018-10-30,Forex - Dollar near 10-Week Highs amid Renewed Trade Concerns
2018-10-29,2018-10-29,Forex - Yuan Trades Near Two-Year Lows on Tariffs Concerns
2018-10-29,2018-10-29,China Aims to Pull More Currency Trading to Its Domestic Markets
2018-10-29,2018-10-29,Forex - Dollar Near Highs as U.S. Eyes Further Tariffs on China
2018-10-29,2018-10-29,"German bonds hurt as Merkel heads toward exit, Italy wins ratings reprieve"
2018-10-29,2018-10-29,"As stocks suffer, forex markets keep calm and carry on"
2018-10-29,2018-10-29,Forex - U.S. Dollar Steady After Inflation Data  
2018-10-29,2018-10-29,"Dollar up versus euro on Merkel exit news, U.S. data supports"
2018-10-29,2018-10-29,China's yuan finishes onshore trading at weakest since 2008
2018-10-29,2018-10-29,"Forex - Dollar Edges Higher In Cautious Trade, Euro Slips"
2018-10-29,2018-10-29,Rupee Slump to Push India to Seek Yuan Trade Settlement
2018-10-29,2018-10-29,U.S.-Japan Tug of War Keeps Yen Traders on Their Toes This Month
2018-10-29,2018-10-29,Forex - Dollar Gains on Stronger-than-Expected GDP Data 
2018-10-28,2018-10-28,Forex - Weekly Outlook: Oct. 29 - Nov. 2
2018-10-26,2018-10-26,Forex - Dollar Slips as Analysts Warn Pain Ahead for 'Sugar-High' Economy
2018-10-26,2018-10-26,"Exclusive: Guarding stability, China likely to slow yuan's slide to 7 per dollar - sources"
2018-10-26,2018-10-26,Forex - U.S. Dollar Steady Ahead of GDP Data
2018-10-26,2018-10-26,Dollar nears 10-week high before U.S. GDP data
2018-10-26,2018-10-26,"China central bank affirms stable yuan, warns against speculators"
2018-10-26,2018-10-26,"China-Japan sign three-year FX swap deal to strengthen financial stability,  business activity"
2018-10-26,2018-10-26,"Forex - Dollar, Yen Rise as Risk Appetite Makes Cautious Return"
2018-10-25,2018-10-25,Forex - Dollar Hits More Than 1-Month High on Sterling Slump
2018-10-25,2018-10-25,Forex - U.S. Dollar Rises; Euro Lower After ECB Leaves Rates Unchanged
2018-10-25,2018-10-25,"Yuan closes at near 22-month low, breaches 6.95 per dollar"
2018-10-25,2018-10-25,"Forex - Dollar Eases From 9-Week Highs, Euro Inches Higher"
2018-10-25,2018-10-25,"Yen, franc gain as investors shun risk after stocks plunge"
2018-10-25,2018-10-25,"Forex - Yen, Dollar Rise as Global Stocks Sell-off Dents Risk Sentiment"
2018-10-24,2018-10-24,"Forex - U.S. Dollar Stays Near 9-Week High, Loonie Jumps"
2018-10-24,2018-10-24,"Forex - Dollar Hits 9-Week Highs as Euro, Sterling Slump"
2018-10-24,2018-10-24,"Forex - Euro Hits 2-Month lows on Disappointing Data, Dollar Broadly Higher"
2018-10-24,2018-10-24,Forex - Dollar Edges Down Amid Fall in U.S. Stocks; Yen Also Slips 
2018-10-24,2018-10-24,The Pound Is Being Held Hostage by Politics Again
2018-10-24,2018-10-24,RBI May Have Bought Breathing Space For Rupee as Crude Cools
2018-10-23,2018-10-23,"Yen, Swiss franc firm as Wall St slide weighs on dollar"
2018-10-23,2018-10-23,Forex - Dollar Falls as Yen Rises; Sterling up on Brexit Deal Hopes
2018-10-23,2018-10-23,Saudis offer Pakistan $6 billion rescue package to ease economic crisis
2018-10-23,2018-10-23,"Yen, Swiss franc to regain allure if global market storm hits"
2018-10-23,2018-10-23,Euro wilts before EU decision on Italy budget
2018-10-23,2018-10-23,Forex - Yen Strengthens In Risk-Off Trade as Geopolitical Risks Weigh
2018-10-23,2018-10-23,Forex - Yen Gains on Safe-Haven Demand; Dollar Also Rises 
2018-10-22,2018-10-22,Pound's Brexit Swing Threatens to Rip Up BOE's Inflation Outlook
2018-10-22,2018-10-22,Forex - Dollar Rides Sterling Slump Higher as UK PM May's Future in Doubt
2018-10-22,2018-10-22,Forex - U.S. Dollar Rallies as Sterling Falls
2018-10-22,2018-10-22,Forex - Pound Falls as DUP to Back Eurosceptic's Backstop Amendment
2018-10-22,2018-10-22,Euro rallies as Italian borrowing costs enjoy big drop
2018-10-22,2018-10-22,"Forex - Dollar Slips Lower, Euro Higher as Italy Eyed "
2018-10-22,2018-10-22,Forex - U.S. Might Change Currency Test to Determine Forex Manipulator; Yuan Slips
2018-10-21,2018-10-21,Forex - Weekly Outlook: October 22 - 26
2018-10-19,2018-10-19,FX options flag uncertainty before U.S. midterm election; bonds complacent
2018-10-19,2018-10-19,Forex - Dollar Drops as Sterling Shines on Brexit-Deal Optimism 
2018-10-19,2018-10-19,"Forex - U.S. Dollar Falls as Euro, Bond Yields Rise"
2018-10-19,2018-10-19,Euro May Take Lower Path Into ECB as Draghi to Maintain Rhetoric
2018-10-19,2018-10-19,Forex - Yuan Little Changed After Disappointing China GDP Data
2018-10-19,2018-10-19,"Euro weak as Italian budget raises EU political risks, yen weakens"
2018-10-18,2018-10-18,Kiwis Take Flight From New Zealand as Australian Jobs Beckon
2018-10-18,2018-10-18,Forex - Dollar Advances as Upbeat U.S. Data Fuel Rate-Hike Expectations
2018-10-18,2018-10-18,Treasury's Currency Report Seen as China's Final Warning as Yuan Falls
2018-10-18,2018-10-18,Forex - U.S. Dollar Rises as Bond Yields Increase
2018-10-18,2018-10-18,Short positions on most Asian currencies drop; dollar momentum seen waning: Reuters poll
2018-10-18,2018-10-18,"Forex - Dollar Dips, but Fed Minutes Keep Rate Hikes on the Table"
2018-10-18,2018-10-18,Forex - Yuan Slips as U.S. Declines to Label China a Currency Manipulator 
2018-10-17,2018-10-17,Yuan Falls to Lowest Since January 2017 After Treasury Report
2018-10-17,2018-10-17,"Dollar bolstered by Fed minutes, sterling remains under pressure"
2018-10-17,2018-10-17,U.S. government refrains from calling China a currency manipulator
2018-10-17,2018-10-17,"Forex - Dollar Rides Euro, Sterling Slump Higher; Fed Minutes Eyed"
2018-10-17,2018-10-17,Forex - U.S. Dollar Rises Ahead of Fed Minutes
2018-10-17,2018-10-17,Dollar gains for a second day as markets eye Fed minutes
2018-10-17,2018-10-17,Forex - Dollar Edges Higher as Stock Markets Rebound
2018-10-16,2018-10-16,"Dollars Are Out, Euros Are In as U.S. Sanctions Sting Venezuela"
2018-10-16,2018-10-16,"Forex - Dollar off Lows on Upbeat U.S. Job Openings, Weaker Yen"
2018-10-16,2018-10-16,Forex - U.S. Dollar Inches Down as Pound Rises
2018-10-16,2018-10-16,Forex - Pound Touches Day’s Highs on Strong Wage Growth Figures
2018-10-16,2018-10-16,Forex - Dollar Rebounds From 1-Month Lows against Yen 
2018-10-16,2018-10-16,Dollar rises on firmer U.S. yields; yuan struggles
2018-10-15,2018-10-15,Treasury Report Tests Trump’s Claim of China Currency Manipulation
2018-10-15,2018-10-15,Yen Reigns Supreme Over Franc as a Haven When Markets Get Messy
2018-10-15,2018-10-15,Uncertain Brexit endgame keeps big sterling bets off agenda
2018-10-15,2018-10-15,Forex - Dollar Struggles Amid Soft U.S. Retail Sales 
2018-10-15,2018-10-15,Dollar dips as U.S. retail sales misses expectations
2018-10-15,2018-10-15,"Forex - Pound Hit by Brexit Deal Doubts, Yen Moves Higher"
2018-10-14,2018-10-14,Forex - Yuan Inches Up as PBOC Says China Is In “Very Good Situation”
2018-10-14,2018-10-14,"Don't Bet on China's Yuan Falling Past 7 Soon, Survey Shows"
2018-10-14,2018-10-14,Pound Falls After Brexit Negotiations Hit Stumbling Blocks
2018-10-14,2018-10-14,Forex - Weekly Outlook: October 15 - 19
2018-10-12,2018-10-12,"Speculators lift net long U.S. dollar bets to highest since mid-Dec 2016: CFTC, Reuters"
2018-10-12,2018-10-12,Forex - Dollar Snaps 3-Day Losing Streak on Firmer U.S. Import Data
2018-10-12,2018-10-12,Forex - U.S. Dollar Rallies While Sterling Falls
2018-10-12,2018-10-12,"As Brexit talks progress, UK PM May struggles to find support at home"
2018-10-12,2018-10-12,IMF Says Yuan Is Fairly Valued Ahead of U.S. Currency Manipulation Report
2018-10-12,2018-10-12,Turkish lira skittish as U.S. pastor appears in court
2018-10-12,2018-10-12,Dollar pares losses as equity sell-off eases
2018-10-12,2018-10-12,Forex - Dollar Unchanged; Aussie Dollar Slips on China Trade Data
2018-10-11,2018-10-11,Forex - Dollar Under Pressure as U.S. Inflation Slows in September
2018-10-11,2018-10-11,Offshore yuan holds gain after Trump remarks on China stance
2018-10-11,2018-10-11,Dollar holds losses after CPI rises less than forecast
2018-10-11,2018-10-11,Haven Currencies Need More Than a Global Stocks Slump to Rally
2018-10-11,2018-10-11,Forex - Dollar Broadly Lower as Global Sell-Off Gathers Pace
2018-10-11,2018-10-11,Forex - Aussie Dollar Gains Despite Risk Aversion in Stock Markets; Dollar Slips
2018-10-11,2018-10-11,Gold Prices Extend Gains on Safe-Haven Demand; Dollar Falls
2018-10-11,2018-10-11,"Dollar weakens, yen at October highs after U.S. stocks slide"
2018-10-10,2018-10-10,"Forex - Dollar Downed by Sharp Rise in Sterling, Euro"
2018-10-10,2018-10-10,Forex - U.S. Dollar Falls as Yields Increase
2018-10-10,2018-10-10,Forex - Pound Trims Gains against Dollar on UK GDP Data 
2018-10-10,2018-10-10,Forex - Dollar Rally on Hold in Cautious Trade; Euro Steady
2018-10-10,2018-10-10,Euro steadies as dollar rally takes a pause
2018-10-10,2018-10-10,ECB lowers emergency funding cap for Greek banks to 5 billion euros
2018-10-10,2018-10-10,Oil Prices Edge Lower on IMF Report; Storm Fears Remain in Focus 
2018-10-10,2018-10-10,Rupee Fall Has a Surprising New Reason: India's Central Bank
2018-10-10,2018-10-10,Forex - Yuan Inches Up as Beijing Promises Not to Weaken Currency
2018-10-09,2018-10-09,China's yuan to pare losses on hopes trade risks will subside: Reuters poll
2018-10-09,2018-10-09,Forex - Swashbuckling Sterling Stifles Dollar Amid Renewed Brexit-Deal Hopes
2018-10-09,2018-10-09,"Argentine peso extends rally, worries grow about central bank debt"
2018-10-09,2018-10-09,"Forex - U.S. Dollar Eases From Session High, Euro Inches Down "
2018-10-09,2018-10-09,"Forex - Euro Hits 7-Week Lows as Italy Worries, Strong Dollar Weigh"
2018-10-09,2018-10-09,Euro stuck near seven-week low on Italy budget woes
2018-10-09,2018-10-09,"Forex - Dollar Edges Higher, Yen Steady in Cautious Trade"
2018-10-08,2018-10-08,Forex - Yuan Falls As U.S. Expresses Concerns At Fall In The Chinese Currency 
2018-10-08,2018-10-08,Rupee’s Slide Is Stinging Indian Firms With Unhedged Foreign Debt
